,newold,stock,sleeps,length,price,location,horsepower
328,New,Stock # 2156731,2,19 ft 8 in,141295.0,"McGeorge RV - A Camping World Company -
                                Ashland, VA",
329,New,Stock # 2157902,1,19 ft 8 in,141295.0,"Manassas, VA",
330,New,Stock # 2204807,1,19 ft 8 in,141295.0,"Greenwood, IN",
331,New,Stock # 2204750,1,19 ft 8 in,141395.0,"McGeorge RV - A Camping World Company -
                                Ashland, VA",
332,New,Stock # 2204745,1,19 ft 8 in,142194.0,"Longmont, CO",
333,New,Stock # 2006548,5,24 ft 9 in,148395.0,"Kingston, NY",
334,New,Stock # 2020960,5,24 ft 9 in,148357.0,"North Little Rock, AR",
335,New,Stock # 2020961,5,24 ft 9 in,148357.0,"North Little Rock, AR",
336,New,Stock # 2054123,5,24 ft 9 in,148357.0,"Kingston, NY",
337,New,Stock # 2054124,5,24 ft 9 in,148357.0,"Greenwood, IN",
338,New,Stock # 2024123,5,24 ft 9 in,148457.0,"Roseville, CA",
339,New,Stock # 2196400,6,25 ft 2 in,149957.0,"Colton, CA",
340,New,Stock # 2024146,5,24 ft 9 in,148657.0,"Vacaville, CA",
341,New,Stock # 1865024,5,24 ft 7 in,149995.0,"Greenwood, IN",
342,New,Stock # 1812030,6,25 ft 6 in,149457.0,"Meridian, ID",
343,New,Stock # 2020959,5,24 ft 9 in,151257.0,"North Little Rock, AR",
344,New,Stock # 2019589,5,25 ft 8 in,152095.0,"Kingston, NY",
345,New,Stock # 2043448,4,25 ft 5 in,154995.0,"Nashville, TN",
346,New,Stock # 2132394,5,25 ft 5 in,154995.0,"Chelsea, MI",
347,New,Stock # 2179146,4,25 ft 5 in,154995.0,"McGeorge RV - A Camping World Company -
                                Ashland, VA",
348,New,Stock # 1996745,5,25 ft 8 in,152157.0,"Cedar Falls, IA",
349,New,Stock # 2014955,5,24 ft 9 in,152257.0,"Liberty Lake, WA",
350,New,Stock # 2040697,5,25 ft 8 in,152657.0,"Camping World of Marion -
                                Marion, NC",
351,New,Stock # 2024121,5,25 ft 8 in,152757.0,"Roseville, CA",
352,New,Stock # 2027550,5,25 ft 8 in,152757.0,"Calera, AL",
353,New,Stock # 2040695,5,25 ft 8 in,152857.0,"RVs.com Showroom Nashville -
                                Nashville, TN",
354,New,Stock # 2029596,5,25 ft 8 in,152957.0,"Deforest, WI",
355,New,Stock # 2024141,5,25 ft 8 in,153057.0,"Vacaville, CA",
356,New,Stock # 2024147,5,25 ft 8 in,153057.0,"Vacaville, CA",
357,New,Stock # 1975688,5,24 ft 7 in,154999.0,"McGeorge RV - A Camping World Company -
                                Ashland, VA",
358,New,Stock # 2029597,5,24 ft 9 in,153857.0,"Deforest, WI",
359,New,Stock # 2061009,5,24 ft 9 in,153957.0,"Gulf Breeze, FL",
360,New,Stock # 2147855,5,24 ft 9 in,153957.0,"Greenwood, IN",
361,New,Stock # 2193801,2,25 ft 2 in,155357.0,"Colton, CA",
362,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
363,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
364,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
365,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
366,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
367,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
368,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
369,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
370,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
371,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
372,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
373,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
374,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
375,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
376,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
377,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
378,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
379,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
380,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
381,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
382,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
383,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
384,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
385,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
386,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
387,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
388,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
389,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
390,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
391,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
392,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
393,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
394,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
395,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
396,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
397,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
398,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
399,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
400,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
401,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
402,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
403,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
404,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
405,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
406,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
407,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
408,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
409,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
410,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
411,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
412,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
413,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
414,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
415,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
416,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
417,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
418,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
419,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
420,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
421,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
422,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
423,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
424,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
425,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
426,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
427,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
428,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
429,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
430,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
431,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
432,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
433,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
434,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
435,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
436,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
437,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
438,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
439,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
440,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
441,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
442,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
443,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
444,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
445,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
446,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
447,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
448,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
449,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
450,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
451,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
452,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
453,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
454,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
455,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
456,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
457,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
458,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
459,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
460,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
461,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
462,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
463,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
464,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
465,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
466,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
467,New,Stock # 2024151,5,24 ft 9 in,156257.0,"Fresno, CA",
468,New,Stock # 2028999,6,25 ft 5 in,159995.0,"Katy, TX",188
469,New,Stock # 2179123,6,25 ft 5 in,159995.0,"Katy, TX",188
470,New,Stock # 2179140,6,25 ft 5 in,159995.0,"Las Vegas, NV",188
471,New,Stock # 2179188,4,25 ft 5 in,159995.0,"Vacaville, CA",188
472,New,Stock # 2179189,4,25 ft 5 in,159995.0,"Vacaville, CA",188
473,New,Stock # 2195482,5,25 ft 2 in,158457.0,"Colton, CA",
474,New,Stock # 2207498,2,19 ft 7 in,159957.0,"Katy, TX",188
475,New,Stock # 1992781,5,33 ft 9 in,158857.0,"Las Vegas, NV",
476,New,Stock # 1993942,2,19 ft 7 in,159995.0,"Greenwood, IN",188
477,New,Stock # 2169959,2,19 ft 7 in,159995.0,"Fresno, CA",188
478,New,Stock # 2152281,2,19 ft 7 in,159957.0,"Idaho Falls, ID",188
479,New,Stock # 2170311,2,19 ft 7 in,159957.0,"Tulsa, OK",188
480,New,Stock # 2024124,5,25 ft 8 in,159457.0,"Roseville, CA",188
481,New,Stock # 2104777,5,25 ft 8 in,159657.0,"Akron, OH",188
482,New,Stock # 2024144,5,25 ft 8 in,154057.0,"Vacaville, CA",
483,New,Stock # 2159883,5,24 ft 9 in,154057.0,"London, KY",
484,New,Stock # 2195483,5,25 ft 2 in,155857.0,"Colton, CA",
485,New,Stock # 2014892  VIN:GCE24FB0018508,5,25 ft 8 in,155157.0,"Hillsboro, OR",
486,New,Stock # 2024145,5,24 ft 9 in,156157.0,"Vacaville, CA",
